time,ticker,averagePrice,shares,value
1618266061161,TAN,71.648,10,847.1
1618266061161,AAPL,116.75,6,787.56
1618266061161,SNDL,.395,300,278.7
1618266061161,FRX,10.39,100,1001
1618266061162,MSFT,220.34,4,1023.68
1618266061162,TSLA,431.0525,4,2808.2
1618266061162,MMDA1,,942.16,942.16
1618266061162,EBS,93.79,4,303.52
1618266061162,AMD,66.902,18,1422.72
1618266061162,SPY,348.185,4,1646.6
1618266061162,VBK,233.753,3,840.27
1618266061162,GME,380,1,140.89
1618266061162,VISL,3.263,465,1218.3
1618266061162,TSM,109.15,4,483.6
1618266061162,NIO,42.059,16,592.48
1618266061162,BA,471.8,2,499.7
1618266061162,CCIV,35.766,16,352.8
1618266061162,AMC,13.11,10,86.1
1618266061162,TLRY,21.81,20,343.8
1618266061162,JETS,17.265,10,267.8
1618266061162,VNQ,80.836,5,471.05
1618266061162,PLTR,26.875,20,468.4
1618266061162,MARA,37.9,10,501.5
1618266061162,SOL,20.951,18,180.9
1618266061162,JMIA,37.52,8,283.84
1618266064006,TAN,71.648,10,847.1
1618266064006,AAPL,116.75,6,787.56
1618266064006,SNDL,.395,300,278.7
1618266064006,FRX,10.39,100,1001
1618266064006,MSFT,220.34,4,1023.68
1618266064006,TSLA,431.0525,4,2808.2
1618266064006,MMDA1,,942.16,942.16
1618266064006,EBS,93.79,4,303.52
1618266064006,AMD,66.902,18,1422.72
1618266064006,SPY,348.185,4,1646.6
1618266064006,VBK,233.753,3,840.27
1618266064006,GME,380,1,140.89
1618266064006,VISL,3.263,465,1218.3
1618266064006,TSM,109.15,4,483.6
1618266064006,NIO,42.059,16,592.48
1618266064006,BA,471.8,2,499.6
1618266064006,CCIV,35.766,16,352.8
1618266064006,AMC,13.11,10,86.1
1618266064006,TLRY,21.81,20,343.8
1618266064007,JETS,17.265,10,267.8
1618266064007,VNQ,80.836,5,471.05
1618266064007,PLTR,26.875,20,468.4
1618266064007,MARA,37.9,10,501.5
1618266064007,SOL,20.951,18,180.9
1618266064007,JMIA,37.52,8,283.84
1618266065792,TAN,71.648,10,847.1
1618266065793,AAPL,116.75,6,787.56
1618266065793,SNDL,.395,300,278.7
1618266065793,FRX,10.39,100,1001
1618266065793,MSFT,220.34,4,1023.68
1618266065793,TSLA,431.0525,4,2808.2
1618266065794,MMDA1,,942.16,942.16
1618266065794,EBS,93.79,4,303.52
1618266065794,AMD,66.902,18,1422.72
1618266065794,SPY,348.185,4,1646.6
1618266065794,VBK,233.753,3,840.27
1618266065794,GME,380,1,140.89
1618266065794,VISL,3.263,465,1218.3
1618266065794,TSM,109.15,4,483.6
1618266065794,NIO,42.059,16,592.48
1618266065794,BA,471.8,2,499.7
1618266065794,CCIV,35.766,16,352.8
1618266065794,AMC,13.11,10,86.1
1618266065794,TLRY,21.81,20,343.8
1618266065794,JETS,17.265,10,267.8
1618266065794,VNQ,80.836,5,471.05
1618266065794,PLTR,26.875,20,468.4
1618266065794,MARA,37.9,10,501.5
1618266065794,SOL,20.951,18,180.9
1618266065794,JMIA,37.52,8,283.84
1618266067316,TAN,71.648,10,847.1
1618266067317,AAPL,116.75,6,787.56
1618266067317,SNDL,.395,300,278.7
1618266067317,FRX,10.39,100,1001
1618266067317,MSFT,220.34,4,1023.68
1618266067317,TSLA,431.0525,4,2808.2
1618266067317,MMDA1,,942.16,942.16
1618266067317,EBS,93.79,4,303.52
1618266067317,AMD,66.902,18,1422.72
1618266067317,SPY,348.185,4,1646.6
1618266067317,VBK,233.753,3,840.27
1618266067317,GME,380,1,140.89
1618266067317,VISL,3.263,465,1218.3
1618266067317,TSM,109.15,4,483.6
1618266067317,NIO,42.059,16,592.48
1618266067317,BA,471.8,2,499.7
1618266067317,CCIV,35.766,16,352.8
1618266067317,AMC,13.11,10,86.1
1618266067317,TLRY,21.81,20,343.8
1618266067317,JETS,17.265,10,267.8
1618266067317,VNQ,80.836,5,471.05
1618266067317,PLTR,26.875,20,468.4
1618266067317,MARA,37.9,10,501.5
1618266067317,SOL,20.951,18,180.9
1618266067317,JMIA,37.52,8,283.84
1618266069778,TAN,71.648,10,847.1
1618266069779,AAPL,116.75,6,787.56
1618266069779,SNDL,.395,300,278.7
1618266069779,FRX,10.39,100,1001
1618266069779,MSFT,220.34,4,1023.68
1618266069779,TSLA,431.0525,4,2808.2
1618266069779,MMDA1,,942.16,942.16
1618266069779,EBS,93.79,4,303.52
1618266069779,AMD,66.902,18,1422.72
1618266069780,SPY,348.185,4,1646.6
1618266069780,VBK,233.753,3,840.27
1618266069780,GME,380,1,140.89
1618266069780,VISL,3.263,465,1218.3
1618266069780,TSM,109.15,4,483.6
1618266069780,NIO,42.059,16,592.48
1618266069780,BA,471.8,2,499.7
1618266069780,CCIV,35.766,16,352.8
1618266069780,AMC,13.11,10,86.1
1618266069780,TLRY,21.81,20,343.8
1618266069780,JETS,17.265,10,267.8
1618266069780,VNQ,80.836,5,471.05
1618266069780,PLTR,26.875,20,468.4
1618266069780,MARA,37.9,10,501.5
1618266069780,SOL,20.951,18,180.9
1618266069780,JMIA,37.52,8,283.84
1618266302920,TAN,71.648,10,847.1
1618266302921,AAPL,116.75,6,787.68
1618266302921,SNDL,.395,300,278.67
1618266302921,FRX,10.39,100,1001
1618266302921,MSFT,220.34,4,1023.8
1618266302921,TSLA,431.0525,4,2808.2
1618266302921,MMDA1,,942.16,942.16
1618266302921,EBS,93.79,4,303.52
1618266302921,AMD,66.902,18,1421.46
1618266302921,SPY,348.185,4,1646.56
1618266302921,VBK,233.753,3,840.27
1618266302921,GME,380,1,140.89
1618266302921,VISL,3.263,465,1218.3
1618266302921,TSM,109.15,4,483.6
1618266302921,NIO,42.059,16,592.64
1618266302921,BA,471.8,2,500.5
1618266302921,CCIV,35.766,16,352.48
1618266302921,AMC,13.11,10,86.2
1618266302921,TLRY,21.81,20,343.8
1618266302922,JETS,17.265,10,267.8
1618266302922,VNQ,80.836,5,471.05
1618266302922,PLTR,26.875,20,468.2
1618266302922,MARA,37.9,10,501
1618266302922,SOL,20.951,18,180.9
1618266302922,JMIA,37.52,8,283.84
1618266603374,TAN,71.648,10,847.1
1618266603374,AAPL,116.75,6,787.62
1618266603374,SNDL,.395,300,278.97
1618266603374,FRX,10.39,100,1001
1618266603374,MSFT,220.34,4,1023.84
1618266603374,TSLA,431.0525,4,2808.04
1618266603374,MMDA1,,942.16,942.16
1618266603374,EBS,93.79,4,303.52
1618266603374,AMD,66.902,18,1421.1
1618266603374,SPY,348.185,4,1646.52
1618266603374,VBK,233.753,3,840.27
1618266603374,GME,380,1,140.75
1618266603374,VISL,3.263,465,1218.3
1618266603374,TSM,109.15,4,483.6
1618266603374,NIO,42.059,16,592.64
1618266603374,BA,471.8,2,500.58
1618266603374,CCIV,35.766,16,352.48
1618266603374,AMC,13.11,10,86.2
1618266603374,TLRY,21.81,20,343.8
1618266603374,JETS,17.265,10,267.8
1618266603374,VNQ,80.836,5,471.05
1618266603374,PLTR,26.875,20,468.6
1618266603375,MARA,37.9,10,501
1618266603375,SOL,20.951,18,180.9
1618266603375,JMIA,37.52,8,283.84
1618266902804,TAN,71.648,10,847.1
1618266902810,AAPL,116.75,6,787.56
1618266902810,SNDL,.395,300,279
1618266902810,FRX,10.39,100,1001
1618266902810,MSFT,220.34,4,1023.8
1618266902810,TSLA,431.0525,4,2808.04
1618266902810,MMDA1,,942.16,942.16
1618266902810,EBS,93.79,4,303.52
1618266902810,AMD,66.902,18,1421.1
1618266902810,SPY,348.185,4,1646.52
1618266902810,VBK,233.753,3,840.27
1618266902810,GME,380,1,140.89
1618266902810,VISL,3.263,465,1218.3
1618266902810,TSM,109.15,4,483.6
1618266902810,NIO,42.059,16,592.8
1618266902810,BA,471.8,2,500.22
1618266902810,CCIV,35.766,16,351.84
1618266902810,AMC,13.11,10,86.1
1618266902810,TLRY,21.81,20,344
1618266902810,JETS,17.265,10,267.8
1618266902810,VNQ,80.836,5,471.05
1618266902811,PLTR,26.875,20,468.8
1618266902811,MARA,37.9,10,501.5
1618266902811,SOL,20.951,18,180.9
1618266902811,JMIA,37.52,8,283.84
1618267203313,TAN,71.648,10,847.1
1618267203317,AAPL,116.75,6,787.56
1618267203317,SNDL,.395,300,279
1618267203317,FRX,10.39,100,1001
1618267203317,MSFT,220.34,4,1023.96
1618267203317,TSLA,431.0525,4,2808.04
1618267203317,MMDA1,,942.16,942.16
1618267203317,EBS,93.79,4,303.52
1618267203317,AMD,66.902,18,1421.82
1618267203317,SPY,348.185,4,1646.56
1618267203317,VBK,233.753,3,840.27
1618267203317,GME,380,1,140.88
1618267203317,VISL,3.263,465,1209
1618267203317,TSM,109.15,4,483.6
1618267203317,NIO,42.059,16,592.64
1618267203317,BA,471.8,2,500.02
1618267203317,CCIV,35.766,16,351.68
1618267203317,AMC,13.11,10,86.2
1618267203317,TLRY,21.81,20,343.8
1618267203317,JETS,17.265,10,267.8
1618267203317,VNQ,80.836,5,471.05
1618267203317,PLTR,26.875,20,468.6
1618267203317,MARA,37.9,10,501.1
1618267203317,SOL,20.951,18,180.9
1618267203317,JMIA,37.52,8,283.84
1618267502818,TAN,71.648,10,847.1
1618267502819,AAPL,116.75,6,787.5
1618267502819,MSFT,220.34,4,1023.8
1618267502819,CCIV,35.766,16,351.84
1618267502819,TSLA,431.0525,4,2808
1618267502819,MMDA1,,942.16,942.16
1618267502819,AMC,13.11,10,86.2
1618267502819,TLRY,21.81,20,343.8
1618267502819,JETS,17.265,10,267.8
1618267502819,AMD,66.902,18,1422
1618267502819,VNQ,80.836,5,471.05
1618267502819,SPY,348.185,4,1646.56
1618267502819,VBK,233.753,3,840.27
1618267502819,PLTR,26.875,20,468
1618267502819,MARA,37.9,10,501.8
1618267502819,VISL,3.263,465,1218.3
1618267502819,SOL,20.951,18,180.9
1618267502819,JMIA,37.52,8,283.84
1618267502819,SNDL,.395,300,278.94
1618267502819,FRX,10.39,100,1001
1618267502819,EBS,93.79,4,303.52
1618267502819,GME,380,1,140.8
1618267502819,TSM,109.15,4,483.56
1618267502819,NIO,42.059,16,592.64
1618267502819,BA,471.8,2,500.14
1618267803291,TAN,71.648,10,847.1
1618267803293,AAPL,116.75,6,787.5
1618267803293,MSFT,220.34,4,1023.8
1618267803293,CCIV,35.766,16,351.84
1618267803293,TSLA,431.0525,4,2807.92
1618267803293,MMDA1,,942.16,942.16
1618267803293,AMC,13.11,10,86.2
1618267803293,TLRY,21.81,20,343.8
1618267803293,JETS,17.265,10,267.8
1618267803293,AMD,66.902,18,1422.9
1618267803293,VNQ,80.836,5,471.05
1618267803293,SPY,348.185,4,1646.56
1618267803293,VBK,233.753,3,840.27
1618267803293,PLTR,26.875,20,468.2
1618267803293,MARA,37.9,10,502
1618267803293,VISL,3.263,465,1199.7
1618267803293,SOL,20.951,18,180.9
1618267803293,JMIA,37.52,8,284.24
1618267803293,SNDL,.395,300,278.94
1618267803293,FRX,10.39,100,1001
1618267803293,EBS,93.79,4,303.52
1618267803293,GME,380,1,140.2
1618267803293,TSM,109.15,4,483.4
1618267803293,NIO,42.059,16,592.48
1618267803293,BA,471.8,2,500.02
1618268102794,TAN,71.648,10,847.1
1618268102796,AAPL,116.75,6,787.44
1618268102797,MSFT,220.34,4,1023.8
1618268102797,CCIV,35.766,16,351.84
1618268102797,TSLA,431.0525,4,2807.92
1618268102797,MMDA1,,942.16,942.16
1618268102797,AMC,13.11,10,86.2
1618268102797,TLRY,21.81,20,343.8
1618268102797,JETS,17.265,10,267.8
1618268102797,AMD,66.902,18,1423.8
1618268102797,VNQ,80.836,5,471.05
1618268102797,SPY,348.185,4,1646.52
1618268102797,VBK,233.753,3,840.27
1618268102797,PLTR,26.875,20,468.2
1618268102797,MARA,37.9,10,502.8
1618268102797,VISL,3.263,465,1218.3
1618268102797,SOL,20.951,18,180.9
1618268102797,JMIA,37.52,8,284.24
1618268102797,SNDL,.395,300,279
1618268102797,FRX,10.39,100,1001
1618268102797,EBS,93.79,4,303.52
1618268102797,GME,380,1,139.51
1618268102797,TSM,109.15,4,483.28
1618268102797,NIO,42.059,16,592.48
1618268102797,BA,471.8,2,499.6
1618268403311,TAN,71.648,10,847.1
1618268403314,AAPL,116.75,6,787.5
1618268403314,SNDL,.395,300,279.3
1618268403314,FRX,10.39,100,1001
1618268403314,MSFT,220.34,4,1023.88
1618268403314,TSLA,431.0525,4,2807.92
1618268403314,MMDA1,,942.16,942.16
1618268403314,EBS,93.79,4,303.52
1618268403314,AMD,66.902,18,1423.98
1618268403314,SPY,348.185,4,1646.36
1618268403314,VBK,233.753,3,840.27
1618268403316,GME,380,1,140.47
1618268403316,VISL,3.263,465,1218.3
1618268403316,TSM,109.15,4,483.16
1618268403316,NIO,42.059,16,592.48
1618268403316,BA,471.8,2,499.6
1618268403316,CCIV,35.766,16,351.68
1618268403316,AMC,13.11,10,86.1
1618268403316,TLRY,21.81,20,343.8
1618268403316,JETS,17.265,10,267.7
1618268403316,VNQ,80.836,5,471.05
1618268403316,PLTR,26.875,20,468.4
1618268403316,MARA,37.9,10,504.9
1618268403316,SOL,20.951,18,180.9
1618268403316,JMIA,37.52,8,284.4
1618268702773,TAN,71.648,10,847.1
1618268702774,AAPL,116.75,6,787.38
1618268702774,SNDL,.395,300,279
1618268702774,FRX,10.39,100,1001
1618268702774,MSFT,220.34,4,1023.8
1618268702774,TSLA,431.0525,4,2807.56
1618268702774,MMDA1,,942.16,942.16
1618268702774,EBS,93.79,4,303.52
1618268702774,AMD,66.902,18,1423.08
1618268702774,SPY,348.185,4,1646.2
1618268702774,VBK,233.753,3,840.27
1618268702774,GME,380,1,140.01
1618268702774,VISL,3.263,465,1209
1618268702774,TSM,109.15,4,483.16
1618268702774,NIO,42.059,16,592.8
1618268702774,BA,471.8,2,500
1618268702774,CCIV,35.766,16,351.68
1618268702774,AMC,13.11,10,86.1
1618268702774,TLRY,21.81,20,343.8
1618268702774,JETS,17.265,10,267.7
1618268702774,VNQ,80.836,5,471.05
1618268702774,PLTR,26.875,20,468.2
1618268702774,MARA,37.9,10,504
1618268702774,SOL,20.951,18,180.9
1618268702774,JMIA,37.52,8,284.4
1618269003246,TAN,71.648,10,847.1
1618269003247,AAPL,116.75,6,787.74
1618269003248,SNDL,.395,300,279
1618269003248,FRX,10.39,100,1001
1618269003248,MSFT,220.34,4,1023.8
1618269003248,TSLA,431.0525,4,2807.4
1618269003248,MMDA1,,942.16,942.16
1618269003248,EBS,93.79,4,303.52
1618269003248,AMD,66.902,18,1422.54
1618269003248,SPY,348.185,4,1646.2
1618269003248,VBK,233.753,3,840.27
1618269003248,GME,380,1,140.09
1618269003248,VISL,3.263,465,1209
1618269003248,TSM,109.15,4,483.16
1618269003248,NIO,42.059,16,592.8
1618269003248,BA,471.8,2,500
1618269003248,CCIV,35.766,16,351.68
1618269003248,AMC,13.11,10,86.2
1618269003248,TLRY,21.81,20,343.8
1618269003248,JETS,17.265,10,267.7
1618269003248,VNQ,80.836,5,471.05
1618269003248,PLTR,26.875,20,468.4
1618269003248,MARA,37.9,10,505.5
1618269003248,SOL,20.951,18,180.9
1618269003248,JMIA,37.52,8,284.24
1618269302683,TAN,71.648,10,847.1
1618269302684,AAPL,116.75,6,787.8
1618269302684,MSFT,220.34,4,1023.68
1618269302684,CCIV,35.766,16,351.68
1618269302684,TSLA,431.0525,4,2806.48
1618269302684,MMDA1,,942.16,942.16
1618269302684,AMC,13.11,10,86.2
1618269302684,TLRY,21.81,20,343.8
1618269302684,JETS,17.265,10,267.7
1618269302684,AMD,66.902,18,1422.9
1618269302684,VNQ,80.836,5,471.05
1618269302684,SPY,348.185,4,1646.08
1618269302684,VBK,233.753,3,840.27
1618269302684,PLTR,26.875,20,468.2
1618269302684,MARA,37.9,10,506.5
1618269302684,VISL,3.263,465,1213.65
1618269302684,SOL,20.951,18,180.9
1618269302684,JMIA,37.52,8,284.24
1618269302684,SNDL,.395,300,279.75
1618269302684,FRX,10.39,100,1001
1618269302684,EBS,93.79,4,303.52
1618269302684,GME,380,1,140.1
1618269302684,TSM,109.15,4,483.16
1618269302684,NIO,42.059,16,592.8
1618269302684,BA,471.8,2,499.76
1618269603517,TAN,71.648,10,847.1
1618269603517,AAPL,116.75,6,787.86
1618269603517,SNDL,.395,300,279
1618269603517,FRX,10.39,100,1002
1618269603517,MSFT,220.34,4,1023.64
1618269603517,TSLA,431.0525,4,2807.16
1618269603517,MMDA1,,942.16,942.16
1618269603517,EBS,93.79,4,303.52
1618269603517,AMD,66.902,18,1423.08
1618269603517,SPY,348.185,4,1646.24
1618269603518,VBK,233.753,3,840.27
1618269603518,GME,380,1,140
1618269603518,VISL,3.263,465,1213.65
1618269603518,TSM,109.15,4,483.56
1618269603518,NIO,42.059,16,592.48
1618269603518,BA,471.8,2,500
1618269603518,CCIV,35.766,16,351.68
1618269603518,AMC,13.11,10,86.2
1618269603518,TLRY,21.81,20,343.8
1618269603518,JETS,17.265,10,267.7
1618269603518,VNQ,80.836,5,471.05
1618269603518,PLTR,26.875,20,467.8
1618269603518,MARA,37.9,10,503.8
1618269603518,SOL,20.951,18,180.54
1618269603518,JMIA,37.52,8,284.24
1618269902974,TAN,71.648,10,847.1
1618269902978,AAPL,116.75,6,787.92
1618269902979,SNDL,.395,300,279.6
1618269902979,FRX,10.39,100,1002
1618269902979,MSFT,220.34,4,1023.68
1618269902979,TSLA,431.0525,4,2807.2
1618269902979,MMDA1,,942.16,942.16
1618269902979,EBS,93.79,4,303.52
1618269902979,AMD,66.902,18,1422.9
1618269902979,SPY,348.185,4,1646.28
1618269902979,VBK,233.753,3,840.27
1618269902979,GME,380,1,140.1
1618269902979,VISL,3.263,465,1213.65
1618269902979,TSM,109.15,4,483.52
1618269902979,NIO,42.059,16,592.48
1618269902979,BA,471.8,2,499.76
1618269902979,CCIV,35.766,16,351.84
1618269902979,AMC,13.11,10,86.2
1618269902979,TLRY,21.81,20,343.8
1618269902979,JETS,17.265,10,267.7
1618269902979,VNQ,80.836,5,471.05
1618269902979,PLTR,26.875,20,467.4
1618269902979,MARA,37.9,10,504
1618269902979,SOL,20.951,18,180.54
1618269902979,JMIA,37.52,8,284.24
1618270203423,TAN,71.648,10,847.1
1618270203428,AAPL,116.75,6,787.86
1618270203428,SNDL,.395,300,279
1618270203428,FRX,10.39,100,1001
1618270203428,MSFT,220.34,4,1023.68
1618270203428,TSLA,431.0525,4,2806.96
1618270203428,MMDA1,,942.16,942.16
1618270203428,EBS,93.79,4,303.52
1618270203428,AMD,66.902,18,1423.08
1618270203428,SPY,348.185,4,1646.4
1618270203428,VBK,233.753,3,840.27
1618270203428,GME,380,1,140
1618270203428,VISL,3.263,465,1213.65
1618270203428,TSM,109.15,4,483.56
1618270203428,NIO,42.059,16,592.48
1618270203428,BA,471.8,2,500
1618270203428,CCIV,35.766,16,351.84
1618270203428,AMC,13.11,10,86.2
1618270203428,TLRY,21.81,20,343.8
1618270203428,JETS,17.265,10,267.7
1618270203428,VNQ,80.836,5,471.05
1618270203429,PLTR,26.875,20,467.8
1618270203429,MARA,37.9,10,504
1618270203429,SOL,20.951,18,180.54
1618270203429,JMIA,37.52,8,284.24
1618270502925,TAN,71.648,10,847.1
1618270502926,AAPL,116.75,6,787.62
1618270502926,SNDL,.395,300,279
1618270502926,FRX,10.39,100,1001
1618270502926,MSFT,220.34,4,1023.72
1618270502926,TSLA,431.0525,4,2806.96
1618270502926,MMDA1,,942.16,942.16
1618270502926,EBS,93.79,4,303.52
1618270502926,AMD,66.902,18,1423.98
1618270502926,SPY,348.185,4,1646.84
1618270502926,VBK,233.753,3,840.27
1618270502926,GME,380,1,140
1618270502926,VISL,3.263,465,1213.65
1618270502926,TSM,109.15,4,483.56
1618270502926,NIO,42.059,16,592.8
1618270502926,BA,471.8,2,500.3
1618270502926,CCIV,35.766,16,351.84
1618270502926,AMC,13.11,10,86.2
1618270502926,TLRY,21.81,20,343.8
1618270502926,JETS,17.265,10,267.7
1618270502926,VNQ,80.836,5,471.05
1618270502926,PLTR,26.875,20,467.8
1618270502926,MARA,37.9,10,504.6
1618270502926,SOL,20.951,18,180.54
1618270502926,JMIA,37.52,8,284.64
1618270803402,TAN,71.648,10,847.1
1618270803404,AAPL,116.75,6,787.44
1618270803404,SNDL,.395,300,279.3
1618270803404,FRX,10.39,100,1001
1618270803404,MSFT,220.34,4,1023.72
1618270803404,TSLA,431.0525,4,2806.96
1618270803404,MMDA1,,942.16,942.16
1618270803404,EBS,93.79,4,303.52
1618270803404,AMD,66.902,18,1423.26
1618270803405,SPY,348.185,4,1646.72
1618270803405,VBK,233.753,3,840.27
1618270803405,GME,380,1,140.5
1618270803405,VISL,3.263,465,1218.3
1618270803405,TSM,109.15,4,483.56
1618270803405,NIO,42.059,16,592.48
1618270803405,BA,471.8,2,500.08
1618270803405,CCIV,35.766,16,351.84
1618270803405,AMC,13.11,10,86.3
1618270803405,TLRY,21.81,20,343.8
1618270803405,JETS,17.265,10,267.7
1618270803405,VNQ,80.836,5,471.45
1618270803405,PLTR,26.875,20,467.6
1618270803405,MARA,37.9,10,503.7
1618270803405,SOL,20.951,18,180.54
1618270803405,JMIA,37.52,8,284.4
1618271102898,TAN,71.648,10,845
1618271102901,AAPL,116.75,6,787.44
1618271102901,SNDL,.395,300,279
1618271102901,FRX,10.39,100,1001
1618271102901,MSFT,220.34,4,1023.8
1618271102901,TSLA,431.0525,4,2807
1618271102901,MMDA1,,942.16,942.16
1618271102901,EBS,93.79,4,303.52
1618271102901,AMD,66.902,18,1423.08
1618271102901,SPY,348.185,4,1647.08
1618271102901,VBK,233.753,3,840.27
1618271102901,GME,380,1,140
1618271102901,VISL,3.263,465,1209
1618271102901,TSM,109.15,4,482.52
1618271102901,NIO,42.059,16,592.8
1618271102901,BA,471.8,2,500.3
1618271102901,CCIV,35.766,16,351.84
1618271102901,AMC,13.11,10,86.4
1618271102901,TLRY,21.81,20,343.8
1618271102901,JETS,17.265,10,267.5
1618271102901,VNQ,80.836,5,471.45
1618271102901,PLTR,26.875,20,467.6
1618271102901,MARA,37.9,10,504
1618271102901,SOL,20.951,18,180.54
1618271102902,JMIA,37.52,8,284.4
1618271403395,TAN,71.648,10,845
1618271403396,AAPL,116.75,6,787.5
1618271403396,SNDL,.395,300,279.03
1618271403396,FRX,10.39,100,1001
1618271403396,MSFT,220.34,4,1023.72
1618271403396,TSLA,431.0525,4,2807.16
1618271403396,MMDA1,,942.16,942.16
1618271403396,EBS,93.79,4,303.52
1618271403396,AMD,66.902,18,1423.8
1618271403396,SPY,348.185,4,1647.4
1618271403396,VBK,233.753,3,840.27
1618271403396,GME,380,1,140.88
1618271403396,VISL,3.263,465,1213.65
1618271403396,TSM,109.15,4,483.36
1618271403396,NIO,42.059,16,592.32
1618271403396,BA,471.8,2,500.2
1618271403396,CCIV,35.766,16,351.68
1618271403396,AMC,13.11,10,86.4
1618271403396,TLRY,21.81,20,343.8
1618271403396,JETS,17.265,10,267.7
1618271403396,VNQ,80.836,5,471.45
1618271403396,PLTR,26.875,20,467.8
1618271403396,MARA,37.9,10,504
1618271403396,SOL,20.951,18,180.54
1618271403396,JMIA,37.52,8,284.4
1618271702898,TAN,71.648,10,845
1618271702903,AAPL,116.75,6,787.38
1618271702903,SNDL,.395,300,279.03
1618271702904,FRX,10.39,100,1001
1618271702904,MSFT,220.34,4,1023.64
1618271702904,TSLA,431.0525,4,2806.96
1618271702904,MMDA1,,942.16,942.16
1618271702904,EBS,93.79,4,303.52
1618271702904,AMD,66.902,18,1423.8
1618271702904,SPY,348.185,4,1647
1618271702904,VBK,233.753,3,840.27
1618271702904,GME,380,1,140.88
1618271702904,VISL,3.263,465,1213.65
1618271702904,TSM,109.15,4,483.28
1618271702904,NIO,42.059,16,592.64
1618271702904,BA,471.8,2,500
1618271702904,CCIV,35.766,16,351.2
1618271702904,AMC,13.11,10,86.5
1618271702904,TLRY,21.81,20,343.8
1618271702904,JETS,17.265,10,267.7
1618271702904,VNQ,80.836,5,471.45
1618271702904,PLTR,26.875,20,467.2
1618271702904,MARA,37.9,10,505
1618271702904,SOL,20.951,18,180.54
1618271702904,JMIA,37.52,8,284.24
1618272003415,TAN,71.648,10,844.9
1618272003415,AAPL,116.75,6,786.48
1618272003415,SNDL,.395,300,279
1618272003415,FRX,10.39,100,1001
1618272003415,MSFT,220.34,4,1023.6
1618272003415,TSLA,431.0525,4,2806.04
1618272003415,MMDA1,,942.16,942.16
1618272003415,EBS,93.79,4,303.52
1618272003415,AMD,66.902,18,1423.98
1618272003415,SPY,348.185,4,1646.56
1618272003415,VBK,233.753,3,840.27
1618272003415,GME,380,1,140.8
1618272003415,VISL,3.263,465,1218.3
1618272003415,TSM,109.15,4,483.6
1618272003415,NIO,42.059,16,592.48
1618272003416,BA,471.8,2,500.6
1618272003416,CCIV,35.766,16,351.2
1618272003416,AMC,13.11,10,86.2
1618272003416,TLRY,21.81,20,343.4
1618272003416,JETS,17.265,10,267.7
1618272003416,VNQ,80.836,5,471.45
1618272003416,PLTR,26.875,20,467.2
1618272003416,MARA,37.9,10,506
1618272003416,SOL,20.951,18,180.9
1618272003416,JMIA,37.52,8,283.84
1618272302862,TAN,71.648,10,844.9
1618272302863,AAPL,116.75,6,786.48
1618272302863,SNDL,.395,300,279
1618272302863,FRX,10.39,100,1001
1618272302863,MSFT,220.34,4,1023.6
1618272302863,TSLA,431.0525,4,2806.04
1618272302863,MMDA1,,942.16,942.16
1618272302863,EBS,93.79,4,303.52
1618272302863,AMD,66.902,18,1423.98
1618272302863,SPY,348.185,4,1647.52
1618272302863,VBK,233.753,3,840.27
1618272302863,GME,380,1,140.8
1618272302863,VISL,3.263,465,1218.3
1618272302863,TSM,109.15,4,483.6
1618272302863,NIO,42.059,16,592.48
1618272302863,BA,471.8,2,500.6
1618272302863,CCIV,35.766,16,351.2
1618272302863,AMC,13.11,10,86.2
1618272302863,TLRY,21.81,20,343.4
1618272302863,JETS,17.265,10,267.7
1618272302863,VNQ,80.836,5,471.45
1618272302863,PLTR,26.875,20,467.2
1618272302863,MARA,37.9,10,506
1618272302863,SOL,20.951,18,180.9
1618272302863,JMIA,37.52,8,283.84
1618272603376,TAN,71.648,10,844.9
1618272603377,AAPL,116.75,6,786.48
1618272603377,SNDL,.395,300,279
1618272603377,FRX,10.39,100,1001
1618272603377,MSFT,220.34,4,1023.6
1618272603377,TSLA,431.0525,4,2806.04
1618272603377,MMDA1,,942.16,942.16
1618272603377,EBS,93.79,4,303.52
1618272603378,AMD,66.902,18,1423.98
1618272603378,SPY,348.185,4,1646.6
1618272603378,VBK,233.753,3,840.27
1618272603378,GME,380,1,140.8
1618272603378,VISL,3.263,465,1218.3
1618272603378,TSM,109.15,4,483.6
1618272603378,NIO,42.059,16,592.48
1618272603378,BA,471.8,2,500.6
1618272603378,CCIV,35.766,16,351.2
1618272603378,AMC,13.11,10,86.2
1618272603378,TLRY,21.81,20,343.4
1618272603378,JETS,17.265,10,267.7
1618272603378,VNQ,80.836,5,471.45
1618272603378,PLTR,26.875,20,467.2
1618272603378,MARA,37.9,10,506
1618272603378,SOL,20.951,18,180.9
1618272603378,JMIA,37.52,8,283.84
1618272902830,TAN,71.648,10,844.9
1618272902833,AAPL,116.75,6,786.48
1618272902833,SNDL,.395,300,279
1618272902833,FRX,10.39,100,1001
1618272902833,MSFT,220.34,4,1023.6
1618272902833,TSLA,431.0525,4,2806.04
1618272902833,MMDA1,,942.16,942.16
1618272902833,EBS,93.79,4,303.52
1618272902833,AMD,66.902,18,1423.98
1618272902834,SPY,348.185,4,1647.2
1618272902834,VBK,233.753,3,840.27
1618272902834,GME,380,1,140.8
1618272902834,VISL,3.263,465,1218.3
1618272902834,TSM,109.15,4,483.6
1618272902834,NIO,42.059,16,592.48
